Job_title,Project,No_of_positions,Stipend,PI,Funding_agency,Deadline,Interview_Date
Project Scientist,Design & Development of Bioreactor for Degradation of Explosives ,1,38000,Prof.T.R.SreeKrishnan,D.R.D.O,07/12/17,18/05/17
