Title,Project,No_of_positions,Stipend,PI,Funding_agency,Duration,Interview
Sr.Research Fellow,Ensuring A Safe Environment-Treatment of Emerging Conntaminations,2,28000,Prof.Zia Shaik,DST,07/12/17,18/05/17
